transactionid,transactiondate,customerid,productid,storeid,campaignid,totalamount,quantitysold,paymentmethod,salesrepresentative,unit_price
2695,2025-10-13,1009,2067,401,1,2681.4,2,Apple Pay,M. Chen,1340.7
2697,2025-06-19,1028,2040,402,0,815.52,4,PayPal,K. Nguyen,203.88
2698,2025-09-16,1008,2037,403,0,972.68,4,Apple Pay,D. Williams,243.17
2699,2024-05-06,1059,2027,404,2,6847.24,4,Cash,A. Torres,1711.81
2700,2025-08-11,1289,2071,402,3,2839.56,2,Credit Card,A. Torres,1419.78
2701,2024-05-20,1154,2029,401,0,6687.04,4,Cash,J. Alvarez,1671.76
2702,2024-08-11,1040,2084,405,0,2919.27,3,PayPal,L. Martinez,973.09
2703,2024-05-25,1041,2058,404,3,553.04,4,Apple Pay,M. Chen,138.26
2704,2024-04-09,1008,2005,404,2,7337.84,4,Cash,J. Alvarez,1834.46
2705,2024-08-06,1098,2014,404,0,907.08,1,Credit Card,A. Torres,907.08
2706,2024-08-25,1058,2030,404,0,632.84,4,Credit Card,L. Martinez,158.21
2707,2024-11-16,1346,2001,401,0,1560.58,1,PayPal,S. Patel,1560.58
2708,2024-05-25,1149,2082,402,0,2464.72,2,Cash,A. Torres,1232.36
2709,2024-08-05,1364,2068,403,0,905.12,1,PayPal,M. Chen,905.12
2710,2024-06-30,1150,2002,405,4,4406.61,3,Debit Card,L. Martinez,1468.87
2711,2025-05-01,1004,2087,402,3,1448.03,1,PayPal,D. Williams,1448.03
2712,2024-04-13,1213,2062,402,0,2686.96,4,PayPal,M. Chen,671.74
2713,2024-09-09,1144,2053,402,1,535.75,5,Cash,J. Alvarez,107.15
2714,2024-11-04,1027,2040,403,3,815.52,4,Credit Card,K. Nguyen,203.88
2716,2025-04-02,1153,2077,401,4,3283.0,4,Credit Card,K. Nguyen,820.75
2717,2024-04-29,1201,2009,404,0,4297.52,4,PayPal,S. Patel,1074.38
2718,2025-04-25,1154,2074,405,3,5486.32,4,Apple Pay,D. Williams,1371.58
2719,2024-11-02,1359,2079,401,0,3442.41,3,Credit Card,A. Torres,1147.47
2721,2025-05-21,1270,2031,405,2,150.32,1,PayPal,K. Nguyen,150.32
2722,2024-03-31,1012,2072,404,0,1625.58,2,Apple Pay,K. Nguyen,812.79
2723,2024-10-20,1202,2013,405,4,1409.63,1,Debit Card,J. Alvarez,1409.63
2724,2025-02-04,1010,2020,404,4,1293.42,1,Debit Card,K. Nguyen,1293.42
2725,2025-09-11,1289,2013,402,0,5185.8,4,Credit Card,K. Nguyen,1296.45
2727,2025-10-15,1032,2009,402,4,1074.38,1,Debit Card,R. Johnson,1074.38
2728,2024-08-25,1026,2096,402,0,505.27,2,Credit Card,S. Patel,252.635
2729,2024-08-16,1289,2009,402,0,4297.52,4,Apple Pay,D. Williams,1074.38
2730,2024-04-30,1334,2070,404,1,2430.3,2,Credit Card,M. Chen,1215.15
2731,2025-03-28,1049,2083,403,0,4754.79,4,Credit Card,R. Johnson,1188.6975
2732,2024-04-06,1034,2035,404,4,558.12,3,Credit Card,J. Alvarez,186.04
2733,2024-04-15,1046,2077,401,4,3283.0,4,Credit Card,M. Chen,820.75
2734,2024-03-27,1040,2070,404,4,2430.3,2,Debit Card,K. Nguyen,1215.15
2735,2025-06-11,1201,2097,402,0,703.07,2,Apple Pay,D. Williams,351.535
2736,2024-06-13,1042,2000,401,0,2155.06,2,Cash,A. Torres,1077.53
2737,2025-10-27,1334,2109,401,1,1039.02,3,Apple Pay,S. Patel,346.34
2738,2024-11-19,1015,2060,405,3,1114.54,2,Debit Card,K. Nguyen,557.27
2739,2025-11-24,1043,2032,403,2,965.76,4,Cash,D. Williams,241.44
2740,2024-07-16,1071,2074,401,1,4114.74,3,PayPal,S. Patel,1371.58
2741,2024-11-10,1386,2050,401,0,239.22,1,Credit Card,S. Patel,239.22
2742,2024-07-16,1005,2111,402,1,436.04,2,PayPal,S. Patel,218.02
2743,2024-08-23,1138,2009,402,0,3223.14,3,Credit Card,L. Martinez,1074.3799999999999
2745,2025-11-12,1037,2034,404,0,221.28,2,Credit Card,K. Nguyen,110.64
2746,2024-07-05,1043,2053,404,2,107.15,1,Debit Card,L. Martinez,107.15
2747,2024-12-03,1042,2020,405,4,4508.94,4,Apple Pay,S. Patel,1127.235
2748,2025-05-30,1070,2015,403,0,4347.48,3,Cash,J. Alvarez,1449.1599999999999
2749,2025-05-28,1041,2092,401,1,366.34,1,PayPal,L. Martinez,366.34
2750,2024-12-29,1207,2003,405,0,5426.16,3,Apple Pay,L. Martinez,1808.72
2751,2024-12-18,1138,2097,402,0,1163.94,3,Cash,R. Johnson,387.98
2752,2025-06-27,1070,2100,403,0,561.87,3,Cash,J. Alvarez,187.29
2753,2024-02-25,1034,2019,405,4,4957.68,3,Cash,S. Patel,1652.5600000000002
2754,2024-03-24,1036,2007,403,0,1641.08,1,Credit Card,J. Alvarez,1641.08
2755,2025-06-29,1088,2003,401,4,1968.76,1,Cash,M. Chen,1968.76
2756,2025-04-09,1106,2006,405,0,5596.71,3,Debit Card,D. Williams,1865.57
2757,2024-11-24,1045,2024,401,0,4790.96,4,PayPal,A. Torres,1197.74
2758,2025-10-23,1062,2076,404,4,3769.17,3,Cash,D. Williams,1256.39
2759,2024-11-21,1074,2080,402,2,816.26,1,Cash,K. Nguyen,816.26
2760,2024-06-05,1221,2046,403,4,556.24,3,Cash,A. Torres,185.41333333333333
2761,2024-09-02,1114,2066,402,2,2297.64,4,PayPal,A. Torres,574.41
2762,2025-03-17,1395,2044,403,0,962.97,4,Cash,R. Johnson,240.7425
2763,2024-04-28,1028,2043,402,4,307.74,3,Credit Card,A. Torres,102.58
2764,2024-10-23,1022,2098,401,2,474.37,1,Cash,S. Patel,474.37
2765,2024-02-10,1010,2020,403,0,2586.84,2,Debit Card,J. Alvarez,1293.42
2766,2024-09-21,1000,2004,402,0,3946.47,3,Apple Pay,R. Johnson,1315.49
2767,2025-07-08,1369,2036,402,2,509.26,2,Apple Pay,K. Nguyen,254.63
2768,2024-06-10,1028,2036,402,2,509.26,2,PayPal,D. Williams,254.63
2769,2024-11-12,1046,2019,402,0,1652.56,1,Debit Card,A. Torres,1652.56
2770,2024-08-04,1015,2011,404,2,3939.2,4,Credit Card,S. Patel,984.8
2771,2024-03-07,1045,2017,402,0,652.94,1,Debit Card,L. Martinez,652.94
2772,2025-07-25,1062,2024,401,3,3593.22,3,Apple Pay,S. Patel,1197.74
2773,2025-04-27,1346,2084,401,4,880.88,1,PayPal,K. Nguyen,880.88
2774,2024-09-06,1068,2108,404,2,1074.39,3,Apple Pay,A. Torres,358.13000000000005
2775,2024-05-09,1036,2031,401,4,348.46,2,Debit Card,L. Martinez,174.23
2776,2025-07-21,1046,2014,405,1,3150.3,3,Debit Card,R. Johnson,1050.1000000000001
2777,2024-07-04,1049,2081,404,2,2424.76,2,Cash,R. Johnson,1212.38
2778,2024-08-06,1032,2002,405,3,1468.87,1,Apple Pay,K. Nguyen,1468.87
2779,2025-06-22,1023,2092,403,4,1465.36,4,Cash,K. Nguyen,366.34
2780,2025-01-14,1048,2003,405,0,1968.76,1,Cash,M. Chen,1968.76
2781,2025-06-02,1042,2068,403,2,3620.48,4,Apple Pay,M. Chen,905.12
2782,2024-11-23,1202,2016,401,4,3797.19,3,Credit Card,K. Nguyen,1265.73
2783,2025-02-06,1046,2006,403,1,6882.59,4,Debit Card,M. Chen,1720.6475
2784,2024-12-16,1040,2089,405,0,1845.06,3,Debit Card,S. Patel,615.02
2785,2024-03-08,1022,2041,402,0,437.96,4,Cash,K. Nguyen,109.49
2786,2024-11-23,1021,2017,405,0,1958.82,3,PayPal,J. Alvarez,652.9399999999999
2787,2025-10-10,1199,2070,404,4,4860.6,4,Debit Card,M. Chen,1215.15
2788,2025-10-07,1026,2029,404,0,6687.04,4,Credit Card,K. Nguyen,1671.76
2789,2025-08-02,1346,2084,402,3,2919.27,3,Apple Pay,A. Torres,973.09
2790,2025-02-26,1048,2026,403,3,2638.74,2,Apple Pay,J. Alvarez,1319.37
2791,2025-08-22,1032,2027,403,3,6265.55,4,Debit Card,A. Torres,1566.3875
2793,2024-06-20,1048,2023,404,3,5483.91,3,PayPal,S. Patel,1827.97
2794,2025-01-15,1039,2007,403,2,4923.24,3,Debit Card,L. Martinez,1641.08
2795,2025-01-18,1074,2006,403,0,1865.57,1,Credit Card,S. Patel,1865.57
2796,2024-12-16,1070,2061,405,0,3968.31,3,Debit Card,J. Alvarez,1322.77
2797,2025-09-13,1008,2073,403,0,2183.13,3,PayPal,A. Torres,727.71
2798,2025-10-16,1299,2074,404,3,5486.32,4,PayPal,J. Alvarez,1371.58
2799,2025-10-20,1068,2043,403,0,307.74,3,PayPal,K. Nguyen,102.58
2800,2025-06-01,1005,2078,402,4,2316.5,2,Credit Card,L. Martinez,1158.25
2801,2025-04-08,1064,2028,402,0,1417.82,1,Credit Card,J. Alvarez,1417.82
2802,2025-03-23,1099,2064,405,3,2348.26,2,Apple Pay,R. Johnson,1174.13
2803,2024-05-25,1060,2099,404,4,3482.85,7,Apple Pay,S. Patel,497.55
2804,2025-09-28,1206,2081,402,1,4849.52,4,Debit Card,L. Martinez,1212.38
2805,2024-04-02,1062,2030,403,1,632.84,4,Debit Card,S. Patel,158.21
2806,2024-04-29,1098,2032,403,2,423.07,2,PayPal,K. Nguyen,211.535
2807,2024-07-08,1099,2049,401,0,270.04,1,Apple Pay,M. Chen,270.04
2808,2025-04-30,1070,2007,403,1,4923.24,3,Cash,M. Chen,1641.08
2809,2024-07-27,1000,2002,404,2,1299.42,1,PayPal,K. Nguyen,1299.42
2810,2025-10-31,1155,2044,404,4,752.04,3,Cash,A. Torres,250.67999999999998
2811,2024-12-30,1018,2045,401,0,590.42,2,Cash,J. Alvarez,295.21
2812,2024-10-18,1071,2023,404,4,1827.97,1,Apple Pay,S. Patel,1827.97
2813,2024-09-16,1049,2026,401,0,1319.37,1,Apple Pay,J. Alvarez,1319.37
2814,2024-09-17,1003,2006,404,4,1865.57,1,Credit Card,M. Chen,1865.57
2816,2024-11-22,1041,2112,405,4,1555.96,4,Cash,D. Williams,388.99
2817,2024-11-18,1273,2070,401,2,1215.15,1,Credit Card,S. Patel,1215.15
2818,2025-06-27,1161,2040,401,1,815.52,4,Credit Card,L. Martinez,203.88
2819,2024-03-05,1263,2078,402,3,2316.5,2,Cash,R. Johnson,1158.25
2820,2024-06-10,1059,2075,401,1,977.21,1,Cash,J. Alvarez,977.21
2821,2025-03-16,1024,2019,401,0,4957.68,3,Apple Pay,M. Chen,1652.5600000000002
2822,2025-07-13,1246,2045,403,0,590.42,2,Debit Card,J. Alvarez,295.21
2823,2025-08-28,1099,2061,401,3,1322.77,1,Cash,S. Patel,1322.77
2824,2025-11-13,1088,2032,402,0,965.76,4,Apple Pay,D. Williams,241.44
2825,2025-04-07,1114,2075,402,2,977.21,1,Apple Pay,L. Martinez,977.21
2827,2025-09-16,1173,2097,404,0,1338.39,4,Credit Card,K. Nguyen,334.5975
2828,2024-09-03,1015,2060,404,4,2229.08,4,Cash,R. Johnson,557.27
2829,2025-11-16,1003,2010,405,2,2829.92,2,Debit Card,M. Chen,1414.96
2830,2025-10-17,1057,2014,405,3,1050.1,1,Cash,J. Alvarez,1050.1
2831,2025-02-14,1124,2050,401,3,478.44,2,Cash,S. Patel,239.22
2832,2025-10-04,1032,2051,404,1,383.47,3,PayPal,R. Johnson,127.82333333333334
2833,2024-05-19,1114,2044,401,0,750.86,3,Cash,R. Johnson,250.28666666666666
2834,2024-07-20,1042,2029,401,1,5015.28,3,Credit Card,L. Martinez,1671.76
2835,2024-12-18,1390,2002,403,2,2937.74,2,Cash,R. Johnson,1468.87
2836,2025-07-20,1202,2013,405,3,2401.04,2,PayPal,A. Torres,1200.52
2837,2025-07-07,1048,2055,404,2,445.98,2,PayPal,R. Johnson,222.99
2838,2025-02-26,1027,2026,405,0,3958.11,3,Credit Card,R. Johnson,1319.3700000000001
2839,2024-08-17,1132,2054,402,3,231.8,2,PayPal,M. Chen,115.9
2840,2025-11-12,1058,2008,401,4,4636.6,4,PayPal,J. Alvarez,1159.15
2841,2024-02-22,1072,2079,405,0,3442.41,3,Cash,R. Johnson,1147.47
2842,2024-06-09,1027,2003,402,4,3937.52,2,Apple Pay,D. Williams,1968.76
2843,2024-12-17,1124,2017,404,0,1305.88,2,Cash,L. Martinez,652.94
2844,2024-02-19,1111,2055,404,0,668.97,3,Apple Pay,M. Chen,222.99
2845,2024-11-18,1151,2050,402,1,239.22,1,Credit Card,K. Nguyen,239.22
2846,2025-05-09,1088,2022,401,0,4477.35,3,Cash,D. Williams,1492.45
2847,2024-08-03,1008,2050,403,0,478.44,2,Credit Card,M. Chen,239.22
2848,2024-08-04,1018,2053,403,0,214.3,2,Cash,A. Torres,107.15
2849,2025-11-08,1003,2072,404,0,3251.16,4,Apple Pay,R. Johnson,812.79
2850,2024-04-17,1045,2081,401,1,1212.38,1,Cash,K. Nguyen,1212.38
2851,2025-03-20,1152,2062,401,0,1343.48,2,PayPal,L. Martinez,671.74
2852,2025-03-19,1230,2075,402,4,977.21,1,Cash,R. Johnson,977.21
2853,2025-05-22,1043,2060,401,2,557.27,1,Credit Card,A. Torres,557.27
2854,2024-12-19,1099,2012,403,4,2051.31,3,Cash,J. Alvarez,683.77
2855,2024-04-06,1023,2065,403,3,3661.08,4,Apple Pay,K. Nguyen,915.27
2856,2025-01-18,1010,2079,401,0,2294.94,2,Apple Pay,D. Williams,1147.47
2857,2024-11-12,1114,2023,401,0,1827.97,1,Debit Card,M. Chen,1827.97
2858,2024-06-14,1048,2008,402,0,2318.3,2,Credit Card,K. Nguyen,1159.15
2859,2024-11-20,1026,2035,405,4,558.12,3,Debit Card,D. Williams,186.04
2860,2024-02-19,1062,2025,401,3,4027.42,4,Cash,J. Alvarez,1006.855
2861,2024-06-18,1000,2020,405,4,3652.97,3,Apple Pay,L. Martinez,1217.6566666666665
2862,2025-11-09,1088,2055,404,2,668.97,3,PayPal,S. Patel,222.99
2863,2024-12-11,1039,2000,403,0,3232.59,3,Apple Pay,L. Martinez,1077.53
2864,2025-10-24,1003,2022,402,0,4217.32,3,Debit Card,A. Torres,1405.7733333333333
2865,2024-07-08,1035,2051,404,0,145.46,1,Credit Card,S. Patel,145.46
2866,2025-07-08,1201,2016,401,0,3797.19,3,PayPal,S. Patel,1265.73
2867,2024-12-07,1267,2021,404,0,3093.51,2,Credit Card,K. Nguyen,1546.755
2868,2024-09-16,1346,2053,401,0,321.45,3,Credit Card,R. Johnson,107.14999999999999
2869,2025-10-04,1111,2054,402,1,231.8,2,Credit Card,R. Johnson,115.9
2870,2024-09-13,1201,2108,404,3,635.34,2,Debit Card,J. Alvarez,317.67
2871,2024-02-21,1346,2072,401,1,3251.16,4,Credit Card,J. Alvarez,812.79
2872,2024-11-08,1155,2045,405,4,295.21,1,Apple Pay,S. Patel,295.21
2873,2025-09-05,1163,2117,405,0,735.52,4,PayPal,K. Nguyen,183.88
2874,2024-01-09,1234,2078,401,0,3474.75,3,Cash,K. Nguyen,1158.25
2875,2024-01-14,1231,2087,405,2,4344.09,3,Credit Card,A. Torres,1448.03
2876,2025-06-18,1001,2023,402,0,1827.97,1,Credit Card,K. Nguyen,1827.97
2877,2024-06-07,1316,2065,405,1,915.27,1,Apple Pay,S. Patel,915.27
2878,2024-08-28,1049,2117,402,3,735.52,4,PayPal,L. Martinez,183.88
2879,2024-11-24,1028,2114,403,0,662.66,2,PayPal,S. Patel,331.33
2880,2024-12-20,1144,2027,402,0,4665.35,3,Credit Card,R. Johnson,1555.1166666666668
2881,2025-10-18,1005,2078,403,2,3292.85,3,PayPal,D. Williams,1097.6166666666666
2882,2024-09-27,1068,2059,405,4,372.12,3,Apple Pay,K. Nguyen,124.04
2883,2025-05-30,1213,2074,404,1,4114.74,3,PayPal,S. Patel,1371.58
2884,2025-10-03,1026,2087,403,0,1279.23,1,Debit Card,L. Martinez,1279.23
2885,2024-06-04,1142,2005,405,0,1834.46,1,Cash,L. Martinez,1834.46
2886,2025-09-20,1184,2027,405,0,5135.43,3,Apple Pay,D. Williams,1711.8100000000002
2887,2024-07-14,1005,2060,404,0,1671.81,3,Credit Card,S. Patel,557.27
2888,2024-06-18,1005,2056,402,2,710.24,4,PayPal,A. Torres,177.56
2889,2024-07-30,1073,2045,401,4,885.63,3,Credit Card,L. Martinez,295.21
2890,2025-04-01,1334,2060,401,4,1114.54,2,Apple Pay,M. Chen,557.27
2891,2025-09-01,1010,2033,405,1,899.97,3,Credit Card,R. Johnson,299.99
2892,2025-05-05,1018,2010,402,3,6594.52,4,Cash,L. Martinez,1648.63
2893,2025-06-13,1073,2016,402,0,3797.19,3,PayPal,A. Torres,1265.73
2894,2024-10-21,1334,2020,402,0,5173.68,4,Apple Pay,D. Williams,1293.42
2895,2025-05-27,1136,2044,403,2,750.54,3,Debit Card,D. Williams,250.17999999999998
2896,2024-05-18,1045,2026,405,1,2638.74,2,Credit Card,A. Torres,1319.37
2897,2024-01-23,1068,2008,405,0,2201.7,2,Cash,D. Williams,1100.85
2898,2025-05-24,1027,2016,404,0,1265.73,1,Cash,R. Johnson,1265.73
2899,2025-01-04,1059,2076,402,0,2512.78,2,Cash,L. Martinez,1256.39
2900,2024-05-23,1018,2001,404,2,6242.32,4,Apple Pay,K. Nguyen,1560.58
2901,2025-11-05,1028,2031,405,1,174.23,1,Apple Pay,J. Alvarez,174.23
2902,2024-01-08,1088,2000,402,3,3232.59,3,Credit Card,L. Martinez,1077.53
2903,2024-12-06,1138,2082,405,3,2464.72,2,Credit Card,S. Patel,1232.36
2904,2024-04-12,1099,2108,403,4,358.13,1,Credit Card,L. Martinez,358.13
2905,2024-07-06,1032,2039,403,0,672.12,4,Debit Card,A. Torres,168.03
2906,2024-01-19,1074,2034,404,3,297.11,3,PayPal,S. Patel,99.03666666666668
2907,2024-09-15,1060,2024,403,2,2395.48,2,Apple Pay,M. Chen,1197.74
2908,2025-05-05,1154,2039,405,0,504.09,3,Apple Pay,K. Nguyen,168.03
2909,2025-04-13,1222,2073,401,3,1365.91,2,Credit Card,A. Torres,682.955
2910,2024-03-14,1045,2000,405,2,2155.06,2,Cash,R. Johnson,1077.53
2911,2025-06-30,1093,2039,402,0,432.55,3,Credit Card,A. Torres,144.18333333333334
2912,2025-06-23,1037,2001,402,0,6242.32,4,Apple Pay,R. Johnson,1560.58
2914,2024-12-30,1073,2065,401,2,3661.08,4,Apple Pay,S. Patel,915.27
2915,2025-03-25,1055,2053,405,0,428.6,4,Credit Card,S. Patel,107.15
2916,2024-02-25,1042,2028,402,1,5671.28,4,Cash,J. Alvarez,1417.82
2917,2024-08-22,1270,2034,401,0,331.92,3,Debit Card,J. Alvarez,110.64
2918,2024-11-10,1059,2094,405,1,808.68,2,Credit Card,S. Patel,404.34
2919,2025-03-23,1070,2106,403,0,811.52,4,Apple Pay,S. Patel,202.88
2920,2025-09-13,1392,2053,404,4,428.6,4,Apple Pay,K. Nguyen,107.15
2921,2025-11-09,1010,2045,401,3,1180.84,4,PayPal,L. Martinez,295.21
2922,2024-12-10,1041,2033,403,4,299.99,1,Credit Card,M. Chen,299.99
2923,2025-06-09,1106,2087,402,0,1448.03,1,Cash,A. Torres,1448.03
2924,2024-08-22,1083,2021,402,0,4912.65,3,PayPal,J. Alvarez,1637.55
2925,2024-07-07,1036,2075,405,1,1954.42,2,Credit Card,J. Alvarez,977.21
2926,2024-04-24,1070,2003,404,3,3937.52,2,Credit Card,R. Johnson,1968.76
2927,2025-10-14,1213,2061,405,4,1322.77,1,Credit Card,L. Martinez,1322.77
2928,2025-01-08,1039,2043,401,2,205.16,2,Credit Card,L. Martinez,102.58
2929,2024-11-16,1046,2072,403,0,2438.37,3,Cash,M. Chen,812.79
2930,2025-10-20,1201,2064,401,0,1065.79,1,Credit Card,A. Torres,1065.79
2931,2024-08-26,1019,2066,405,2,2297.64,4,Apple Pay,K. Nguyen,574.41
2932,2024-07-14,1023,2040,405,2,203.88,1,PayPal,K. Nguyen,203.88
2933,2025-09-23,1173,2065,401,0,1830.54,2,Credit Card,D. Williams,915.27
2934,2024-11-10,1007,2014,405,0,2100.2,2,Credit Card,D. Williams,1050.1
2935,2024-07-02,1071,2043,402,2,102.58,1,Cash,L. Martinez,102.58
2936,2025-08-12,1087,2080,403,3,1632.52,2,Debit Card,R. Johnson,816.26
2937,2024-12-12,1026,2027,401,1,3423.62,2,Apple Pay,M. Chen,1711.81
2938,2025-04-21,1026,2096,403,0,2147.2,8,Apple Pay,D. Williams,268.4
2939,2025-08-30,1037,2001,402,0,6242.32,4,Apple Pay,L. Martinez,1560.58
2940,2025-10-27,1007,2110,405,4,249.34,1,Debit Card,L. Martinez,249.34
2941,2024-11-20,1070,2074,405,2,3522.59,3,PayPal,A. Torres,1174.1966666666667
2942,2025-03-06,1168,2040,404,0,815.52,4,PayPal,K. Nguyen,203.88
2943,2024-05-23,1073,2062,404,1,1343.48,2,PayPal,D. Williams,671.74
2944,2025-11-23,1062,2027,402,0,1711.81,1,Debit Card,R. Johnson,1711.81
2945,2024-04-06,1027,2030,403,0,474.63,3,Debit Card,D. Williams,158.21
2946,2024-09-21,1015,2073,403,0,1455.42,2,Cash,D. Williams,727.71
2947,2024-07-17,1010,2016,403,3,1118.87,1,Credit Card,S. Patel,1118.87
2948,2025-06-25,1044,2011,403,0,984.8,1,Cash,J. Alvarez,984.8
2949,2024-01-12,1010,2104,405,0,989.74,2,Apple Pay,D. Williams,494.87
2950,2025-03-02,1050,2023,402,1,5483.91,3,Apple Pay,D. Williams,1827.97
2951,2024-09-13,1207,2083,402,0,5189.76,4,Apple Pay,R. Johnson,1297.44
2952,2024-03-29,1395,2103,404,0,1642.72,4,Debit Card,K. Nguyen,410.68
2953,2024-08-15,1181,2028,402,3,1417.82,1,Apple Pay,M. Chen,1417.82
2955,2025-03-21,1073,2110,402,3,249.34,1,Credit Card,R. Johnson,249.34
2956,2025-05-26,1006,2003,403,0,7875.04,4,Cash,A. Torres,1968.76
2957,2024-09-27,1040,2061,402,0,3968.31,3,Debit Card,R. Johnson,1322.77
2958,2024-03-27,1346,2094,403,3,1213.02,3,Apple Pay,J. Alvarez,404.34
2959,2024-11-13,1213,2118,401,4,1483.04,4,PayPal,M. Chen,370.76
2960,2024-08-02,1064,2008,402,2,2318.3,2,Cash,M. Chen,1159.15
2961,2025-01-01,1316,2047,405,3,666.9,6,Apple Pay,J. Alvarez,111.14999999999999
2962,2024-12-09,1048,2079,402,3,3442.41,3,Debit Card,D. Williams,1147.47
2963,2024-06-25,1009,2072,402,0,2268.33,3,Cash,M. Chen,756.11
2964,2024-07-18,1088,2087,405,0,4344.09,3,Cash,L. Martinez,1448.03
2965,2025-11-02,1028,2034,405,4,221.28,2,Credit Card,M. Chen,110.64
2967,2025-03-12,1042,2002,403,4,2937.74,2,Cash,M. Chen,1468.87
2968,2024-02-05,1202,2073,403,3,727.71,1,Cash,S. Patel,727.71
2969,2024-07-10,1024,2108,401,4,945.7,3,Credit Card,L. Martinez,315.23333333333335
2970,2025-04-14,1201,2031,401,1,348.46,2,Cash,M. Chen,174.23
2971,2025-11-02,1005,2087,405,1,2896.06,2,Apple Pay,L. Martinez,1448.03
2972,2024-12-29,1346,2095,403,2,680.61,3,Debit Card,R. Johnson,226.87
2973,2025-06-08,1075,2050,402,4,478.44,2,Apple Pay,R. Johnson,239.22
2974,2024-12-25,1141,2064,405,1,1174.13,1,Credit Card,A. Torres,1174.13
2976,2024-03-25,1005,2015,404,3,5796.64,4,Cash,L. Martinez,1449.16
2977,2024-09-08,1048,2013,402,1,2819.26,2,PayPal,M. Chen,1409.63
2978,2025-08-18,1042,2106,402,0,202.88,1,Cash,L. Martinez,202.88
2979,2024-11-28,1022,2026,404,3,1319.37,1,Credit Card,R. Johnson,1319.37
2980,2025-02-23,1058,2024,403,0,2395.48,2,Credit Card,L. Martinez,1197.74
2982,2025-02-08,1021,2001,405,4,3121.16,2,Debit Card,A. Torres,1560.58
2983,2025-11-27,1138,2012,403,4,2735.08,4,Debit Card,K. Nguyen,683.77
2984,2024-09-07,1074,2059,403,4,496.16,4,Debit Card,D. Williams,124.04
2986,2025-06-30,1048,2042,404,0,811.36,4,Cash,S. Patel,202.84
2987,2025-07-28,1010,2102,403,0,598.67,3,PayPal,R. Johnson,199.55666666666664
2988,2024-07-22,1051,2025,404,1,1870.36,2,Credit Card,D. Williams,935.18
2989,2025-06-02,1048,2005,402,2,1834.46,1,Debit Card,R. Johnson,1834.46
2990,2024-12-28,1106,2079,405,0,2294.94,2,Cash,S. Patel,1147.47
2991,2024-10-25,1055,2100,404,4,339.97,2,Apple Pay,L. Martinez,169.985
2992,2025-11-21,1026,2096,404,0,1073.6,4,PayPal,D. Williams,268.4
2993,2025-07-09,1348,2062,401,0,2015.22,3,Credit Card,S. Patel,671.74
2994,2025-09-06,1104,2059,403,0,496.16,4,Apple Pay,S. Patel,124.04
2995,2024-01-23,1039,2010,404,0,1648.63,1,Apple Pay,R. Johnson,1648.63
2996,2024-05-19,1254,2088,401,3,2256.77,2,Apple Pay,A. Torres,1128.385
2998,2024-12-07,1049,2113,402,2,323.07,1,Credit Card,R. Johnson,323.07
3000,2025-05-07,1315,2000,403,1,2155.06,2,Cash,R. Johnson,1077.53
3001,2024-01-16,1044,2008,402,1,2318.3,2,Credit Card,S. Patel,1159.15
3002,2025-09-20,1154,2040,403,4,203.88,1,PayPal,D. Williams,203.88
3003,2024-08-10,1009,2058,402,0,276.52,2,Credit Card,L. Martinez,138.26
3004,2024-09-15,1030,2098,402,2,1423.11,3,Debit Card,R. Johnson,474.36999999999995
3005,2025-06-25,1221,2042,404,4,811.36,4,PayPal,M. Chen,202.84
3006,2024-12-05,1268,2071,402,0,4259.34,3,Cash,R. Johnson,1419.78
3007,2025-11-10,1032,2031,405,3,448.61,3,Credit Card,R. Johnson,149.53666666666666
3008,2025-04-16,1304,2023,401,4,7311.88,4,Apple Pay,J. Alvarez,1827.97
3010,2025-11-25,1027,2070,401,0,4860.6,4,Apple Pay,M. Chen,1215.15
3011,2024-02-14,1093,2026,402,4,2638.74,2,PayPal,L. Martinez,1319.37
3012,2024-06-29,1073,2045,403,3,295.21,1,Credit Card,J. Alvarez,295.21
3013,2024-09-25,1346,2110,403,0,498.68,2,Apple Pay,J. Alvarez,249.34
3014,2024-06-29,1032,2037,402,0,486.34,2,Credit Card,R. Johnson,243.17
3017,2025-01-31,1030,2043,403,0,205.16,2,Debit Card,D. Williams,102.58
3018,2025-07-10,1046,2001,401,0,6242.32,4,Credit Card,L. Martinez,1560.58
3019,2024-03-25,1098,2036,404,2,509.26,2,Debit Card,A. Torres,254.63
3020,2025-11-15,1088,2070,403,0,3645.45,3,Apple Pay,D. Williams,1215.1499999999999
3021,2025-07-28,1053,2104,401,4,1375.19,3,Cash,A. Torres,458.3966666666667
3022,2024-11-29,1207,2111,405,4,436.04,2,Cash,L. Martinez,218.02
3023,2024-03-17,1050,2079,402,3,3442.41,3,Apple Pay,K. Nguyen,1147.47
3024,2024-01-04,1060,2046,402,0,794.32,4,Apple Pay,J. Alvarez,198.58
3025,2025-11-24,1050,2080,403,1,1391.85,2,Cash,A. Torres,695.925
3026,2024-12-13,1395,2069,403,3,1270.69,1,Debit Card,J. Alvarez,1270.69
3027,2025-07-01,1155,2026,405,4,1319.37,1,Debit Card,K. Nguyen,1319.37
3028,2024-09-01,1000,2012,404,2,683.77,1,PayPal,A. Torres,683.77
3029,2025-06-07,1114,2076,402,0,3769.17,3,Cash,R. Johnson,1256.39
3030,2024-06-28,1050,2007,402,1,3074.99,2,Debit Card,M. Chen,1537.495
